loop time, gbuffer time, shadow time, direct time ,hiz time, ssr time
1346, 491, 33, 8, 0, 0
1530, 489, 33, 8, 0, 0
1559, 489, 34, 8, 0, 0
1527, 490, 34, 8, 0, 0
1349, 486, 60, 8, 0, 0
1360, 486, 33, 8, 0, 0
1354, 487, 34, 8, 0, 0
1347, 524, 34, 8, 0, 0
1342, 487, 34, 8, 0, 0
1346, 487, 34, 8, 0, 0
1347, 490, 34, 8, 0, 0
1346, 486, 33, 8, 0, 0
1354, 488, 34, 8, 0, 0
1564, 602, 34, 8, 0, 0
1573, 499, 33, 8, 0, 0
1519, 490, 33, 8, 0, 0
1380, 547, 33, 8, 0, 0
1336, 489, 33, 8, 0, 0
1351, 486, 33, 8, 0, 0
1346, 482, 33, 8, 0, 0
1344, 483, 33, 8, 0, 0
1344, 482, 33, 8, 0, 0
1334, 487, 33, 8, 0, 0
1351, 484, 33, 8, 0, 0
1342, 485, 34, 8, 0, 0
1545, 488, 34, 8, 0, 0
1583, 487, 33, 8, 0, 0
1530, 524, 34, 8, 0, 0
1349, 487, 33, 8, 0, 0
1346, 485, 33, 8, 0, 0
1357, 491, 34, 8, 0, 0
1350, 484, 33, 8, 0, 0
1350, 486, 33, 8, 0, 0
1356, 487, 33, 8, 0, 0
1347, 485, 33, 8, 0, 0
1348, 484, 33, 8, 0, 0
1510, 486, 33, 8, 0, 0
1542, 484, 33, 8, 0, 0
1587, 581, 33, 8, 0, 0
1531, 579, 33, 8, 0, 0
1352, 485, 33, 8, 0, 0
1341, 485, 33, 8, 0, 0
1347, 484, 33, 8, 0, 0
1352, 485, 33, 8, 0, 0
1348, 486, 65, 9, 0, 0
1343, 487, 33, 8, 0, 0
1354, 492, 33, 8, 0, 0
1345, 554, 34, 8, 0, 0
1358, 486, 33, 8, 0, 0
1546, 533, 33, 8, 0, 0
1572, 567, 33, 8, 0, 0
1520, 486, 33, 8, 0, 0
1343, 486, 33, 8, 0, 0
1350, 488, 34, 8, 0, 0
1346, 483, 33, 8, 0, 0
1385, 551, 33, 8, 0, 0
1345, 485, 33, 8, 0, 0
1353, 486, 33, 8, 0, 0
1374, 483, 33, 8, 0, 0
1386, 600, 34, 8, 0, 0
1346, 491, 33, 8, 0, 0
1537, 491, 33, 8, 0, 0
1739, 518, 34, 8, 0, 0
1347, 488, 33, 8, 0, 0
1350, 524, 34, 8, 0, 0
1344, 486, 33, 8, 0, 0
